"Response Duration",1
"Risk",3
"Clinical (qualifier value)",2
"Cox Models",1
"Late (qualifier value)",2
"Mastectomy, Modified Radical",1
"Hysterectomy",1
"Neoplasms",6
"Bad (qualifier value)",1
"preserved",1
"Diagnostic",1
"Pelvic wall structure (body structure)",1
"findings",6
"Drug-induced (qualifier value)",1
"Increased (qualifier value)",2
"Anastomosis - action",1
"Anthracyclines",1
"Rating",7
"Recurrent disease (finding)",2
"Visible (qualifier value)",1
"Ifosfamide",2
"Diagnosis",1
"Overall [Publication Type]",10
"Result (navigational concept)",12
"Surgery specialty",3
"Conflict (Psychology)",1
"hazard",2
"day (qualifier value)",2
"Thymidine",1
"Surgeon (occupation)",1
"standards characteristics",1
"Agent (attribute)",1
"Combined (qualifier value)",4
"White Blood Cell Count procedure",1
"Cervical (qualifier value)",3
"Levamisole",2
"Decrease (qualifier value)",1
"Drug Therapy, Combination",1
"Recent episode (qualifier value)",1
"Satellite Viruses",1
"Hematologic (qualifier value)",1
"Infusion (procedure)",2
"Serious (qualifier value)",1
"Pulmonary toxicity",1
"Confidence Intervals",3
"Accountant NOS (occupation)",1
"Exploration procedure (procedure)",1
"Mean (qualifier value)",2
"Reception",1
"Recurrence",7
"Special (qualifier value)",1
"Malignant neoplasm of cervix uteri",2
"Postop",1
"Risk Factors",1
"Arm",2
"Tissue Culture",1
"Significant (qualifier value)",7
"Materials",1
"Gy (qualifier value)",3
"Human adult females",6
"Early (qualifier value)",1
"Coitus",2
"Bleomycin",3
"Capillary, Unspecified",1
"Bladder",1
"Fractions of (qualifier value)",1
"Surgical aspects",3
"Therapeutic",1
"Semustine",2
"Neurotoxicity Syndromes",1
"Heart Failure, Congestive",1
"Urologic (qualifier value)",1
"Carcinoma",1
"Streptozocin",1
"lymph nodes",1
"Excision - action (qualifier value)",1
"Behavior",2
"Malignant Neoplasms",2
"Definitive (qualifier value)",2
"Anastomosis",1
"Anastomosis of intestine NOS (procedure)",1
"Assessment procedure (procedure)",1
"Doxorubicin",1
"Spacer (physical object)",1
"Possible",1
"Gender",2
"Intracavitary (qualifier value)",2
"Tail",1
"Methodology",15
"Parametrium",2
"Disease-Free Survival",7
"MST",1
"Iva",1
"Group (social concept)",2
"Minimal (qualifier value)",1
"therapeutic aspects",8
"Adjuvants, Immunologic",2
"Logger (occupation)",1
"Active",1
"Cancer Genus",2
"Baths (medical device)",2
"Attenuated by (contextual qualifier) (qualifier value)",1
"Course (attribute)",1
"Epirubicin",1
"Cox microbiology subtype",1
"Cyclic (qualifier value)",3
"Patients",20
"Pharmacotherapy",8
"Irradiation (physical force)",1
"Neuraxis",1
"Essential (qualifier value)",1
"Sutures, Polyglycolic Acid",1
"Preoperative (qualifier value)",2
"Acuteness (qualifier value)",1
"adverse effects",2
"Episodes (qualifier value)",2
"increasing incidence",1
"Entire neck",1
"Para-aortic (qualifier value)",1
"Mean Survival Time",1
"Cost aspects",1
"Relapse phase",2
"NODE",1
"Techniques",1
"Five (qualifier value)",3
"Leukemia",1
"Personal failure",1
"Teleradiotherapy procedure (procedure)",1
"Deferoxamine",2
"Finding of platelet count (finding)",1
"Surgical Patients",1
"ESTIMATED",1
"Positive (qualifier value)",3
"trends",1
"Bacilli",2
"Supportive care",1
"survival aspects",18
"Aortic lymph node (body structure)",1
"regimen",3
"X-Ray Computed Tomography",3
"BOMP protocol",1
"Unmarried person",3
"Lower (qualifier value)",2
"Not free of (attribute)",3
"Entire duodenum",1
"Progression-Free Survival",3
"Dosages (qualifier value)",5
"APC Gene",3
"Carcinoma, Adenosquamous",1
"Disruption (morphologic abnormality)",1
"Granulocyte Colony-Stimulating Factor",1
"Location (attribute)",2
"Mortality Vital Statistics",2
"Manufactured form",1
"Gastrointestinal",2
"Previous (qualifier value)",4
"Relapse",5
"week (qualifier value)",5
"Few (qualifier value)",2
"Absolute (qualifier value)",1
"Colorectal cancer metastatic",1
"Leaking (qualifier value)",1
"PALA",1
"Effectiveness (qualifier value)",1
"Follow-up status (finding)",3
"Systemic (qualifier value)",1
"Several (qualifier value)",1
"Secondary malignant neoplasm of lymph node (disorder)",1
"Pain-Free",1
"High frequency (qualifier value)",1
"Intravenous",1
"Frequency of Responses",4
"In complete remission (qualifier value)",1
"Secondary malignant neoplasm of liver (disorder)",1
"Probability",1
"Recurrent tumor (finding)",1
"Entire pelvic lymph node",1
"Laboratories",1
"The science and art of healing",1
"Drain, device (physical object)",1
"Analysis of substances",8
"Modified radical mastectomy (procedure)",1
"Unmarried",3
"Layer",1
"Diameter (qualifier value)",4
"hyperfractionation",1
"pharmacotherapeutic",8
"Cancer treatment response rate",4
"Interpretation (attribute)",4
"Responses",1
"Astragalus species poisoning (disorder)",1
"Stage 1 lower case bee",3
"Financial cost",1
"Pelvis",2
"Methods",16
"Application (procedure)",1
"Manifest (qualifier value)",1
"Population",1
"Menopausal",1
"Radical (qualifier value)",1
"Procedures",1
"Electrocorticogram (procedure)",1
"Radiation",3
"Schedules",1
"Combinations (physical object)",3
"Labels",1
"Nodal (qualifier value)",1
"Antibodies",1
"Unproven (qualifier value)",1
"Resistant (qualifier value)",1
"Prostaglandin-Endoperoxide Synthase",1
"Primary",5
"Scientific Study",5
"Groups (qualifier value)",7
"Distant (qualifier value)",2
"Effect (qualifier value)",3
"Chemotherapy, Adjuvant",1
"Localization - action (qualifier value)",1
"Concentration",1
"benefits",5
"Effective (qualifier value)",1
"Complication",3
"Illness (finding)",1
"SURGERY, PAST",1
"Silk suture, device (physical object)",1
"One (qualifier value)",8
"Mitolactol",1
"Deoxyribose",1
"Weight Loss",1
"Reaction (qualifier value)",1
"Reduction - action",2
"Definite (qualifier value)",1
"pM category (observable entity)",3
"Median (qualifier value)",7
"Negative (qualifier value)",1
"LYMPHATIC INVOLVEMENT",1
"Diarrhea",1
"Short duration (qualifier value)",1
"premenopausal",1
"Relative Risk",3
"Spatial Distribution",1
"Statistical Significance",1
"Research Personnel",1
"year (qualifier value)",7
"Three (qualifier value)",2
"Absences (finding)",1
"Fluorouracil",6
"Symptomatic (qualifier value)",1
"Numbers (qualifier value)",1
"Exploration - action (qualifier value)",1
"Cyclophosphamide",1
"Third (qualifier value)",1
"Anastomotic leak",1
"Natures",1
"Toxic effect",8
"Size (attribute)",1
"ns (qualifier value)",1
"Administration (procedure)",1
"Goals",5
"Proportional (qualifier value)",1
"phase III study",1
"Thrombocytopenia",1
"Ability to control pelvic posture (observable entity)",1
"Morbidity - disease rate",2
"Methotrexate",3
"Relapsing course",2
"Leucovorin Calcium",1
"Median Statistical Measurement",7
"Pelvic lymphadenectomy (procedure)",1
"Nine (qualifier value)",2
"Before values (qualifier value)",1
"Treats (attribute)",1
"Rectum",1
"Volume (property) (qualifier value)",1
"Cessation of life",5
"V - volt (qualifier value)",1
"Continuance of life",18
"Baths, Arm",1
"New (qualifier value)",1
"Liver function (observable entity)",1
"Worsening (qualifier value)",2
"Cardiotoxicity",1
"Malignant neoplasm, primary (morphologic abnormality)",2
"Depth (qualifier value)",1
"LYMPH NODE INVOLVEMENT",1
"Male population group",1
"Stroma",1
"Report (document)",1
"Human Development",1
"Brothers",2
"Reduction (chemical)",2
"Distributing",1
"Multivariate Analysis",3
"Toxicity aspects",6
"Histologic",2
"Operable (qualifier value)",1
"Histology Procedure",1
"Hydroxyurea",1
"Improving (qualifier value)",1
"Improved (qualifier value)",2
"Prognosis bad (finding)",1
"prognostic",2
"Room of building - Study",5
"Additive (qualifier value)",2
"Radiation therapy",7
"Mesna",2
"Carcinoembryonic Antigen",1
"Lymphangiography",3
"Major (qualifier value)",2
"Girdle (physical object)",1
"radiotherapeutic",6
"Toxic nephropathy (disorder)",1
"cGy (qualifier value)",1
"Increase (qualifier value)",1
"Cervical carcinoma stage IB",1
"Survival Rate",4
"ADVANTAGE",1
"Vomiting NOS (disorder)",2
"Behaviors and observations relating to behavior",2
"Partial (qualifier value)",1
"Vanadium",1
"Medial (qualifier value)",1
"Four (qualifier value)",1
"cm (qualifier value)",4
"None (qualifier value)",1
"Local (qualifier value)",4
"Failure (biologic function)",1
"Purpose (attribute)",3
"Large tumor (finding)",1
"Entire bladder",1
"Part (attribute)",1
"Analysis",8
"Random Allocation",4
"Bathing",2
"Outcome Measures",1
"Stage 1 upper case bee",3
"Short (qualifier value)",1
"Laster (occupation)",1
"Duration",5
"Timing (attribute)",1
"Count of entities (property) (qualifier value)",2
"irinotecan",2
"Vomiting",2
"Anthracycline Antibiotics",1
"Percent (qualifier value)",4
"Therapeutic response, function (observable entity)",1
"Skeletal bone",1
"Controlled Clinical Trials, Randomized",1
"Current (qualifier value)",1
"Carcinoma of cervix (disorder)",1
"Related (finding)",3
"Administration",1
"utilization",3
"Component (attribute)",1
"Regional (qualifier value)",1
"Weekly (qualifier value)",2
"Present",2
"Better (qualifier value)",2
"Out (qualifier value)",1
"Impact",1
"Providing presence (regime/therapy)",1
"Platelet Count",1
"Phosphate normal",1
"Cesium",3
"ENDPOINT",2
"Patterns (qualifier value)",2
"Timed (qualifier value)",1
"Blood capillaries",1
"Systemic Scleroderma",1
"Continuous (qualifier value)",1
"Mature (qualifier value)",1
"Maximal (qualifier value)",1
"Chemotherapy-Oncologic Procedure",8
"Neck",1
"Malignant neoplasm of breast",1
"Malaise",1
"SURVIVE (product)",1
"High dose (qualifier value)",1
"performance status",3
"With type (attribute)",1
"Risk Reduction",1
"Upper arm",2
"With quality (attribute)",2
"Radicals (chemistry)",1
"Duodenum",1
"Adequate (qualifier value)",1
"symptoms",1
"Adult",1
"DOS",1
"Entire rectum",1
"Stillness (finding)",1
"Minute (qualifier value)",1
"Singular",3
"Entire capillary blood vessel (organ)",1
"Routine (qualifier value)",1
"Rank",1
"Vincristine",3
"adjuvant therapy",3
"Other",2
"Intestines",1
"Scheduled (qualifier value)",1
"Neurofibrillary Tangles",1
"Time",4
"Author (occupation)",1
"Aspects of mortality statistics",2
"Superior (qualifier value)",2
"Total (qualifier value)",3
"Velocity (property) (qualifier value)",1
"Deterioration of status",2
"Seriousness",1
"Urology",1
"Field's stain",1
"V (voltage)",1
"Extents (qualifier value)",1
"Anatomical anastomosis",1
"Actuary (occupation)",1
"Complication Aspects",3
"Histological type (attribute)",1
"month (qualifier value)",12
"Therapeutic procedure",8
"Peripheral (qualifier value)",1
"Excision",1
"Age (qualifier value)",2
"Maximum",1
"Open",1
"Fatal (qualifier value)",1
"Human Females",6
"Reduced (qualifier value)",1
"Primary operation (qualifier value)",5
"Entire parametrium",2
"Mitomycin",1
"Doubt",1
"Labeling",1
"Nature",1
"Neoplasm Metastasis",1
"Abscess",1
"Two (qualifier value)",5
"Disease",3
"Lengths (qualifier value)",1
"Ratio (property) (qualifier value)",1
"Postmenopausal state (finding)",1
"Deferred (qualifier value)",1
"Euphoric mood",2
"Life Table Analysis",1
"Modulated (qualifier value)",1
"Small",1
"Mitomycins",1
"Conclude",11
"Same (qualifier value)",1
"development aspects",1
"milligram",7
"Failed",1
"Severe (severity modifier) (qualifier value)",1
"Medical (qualifier value)",1
"Long (qualifier value)",2
"Minute of time",1
"Pelvic lymph node group",1
"High",2
"Standards of Weights and Measures",1
"Stratified (qualifier value)",2
"Hypotension",1
"Evaluation",1
"Incised wound - morphology (morphologic abnormality)",1
"Concurrent (qualifier value)",2
"GENERAL OPERATIVE PROCEDURES",3
"Occult (qualifier value)",1
"Adenocarcinoma",1
"Leukopenia",2
"Radiotherapy, Adjuvant",2
"Including (qualifier value)",1
"Ib (qualifier value)",1
"Bacillus <bacterium>",2
"Histology",1
"cancer recurrence",1
"Secondary to",1
"Magnesium",7
"More (qualifier value)",1
"Metastatic to",1
"Freedom",1
"Interval (qualifier value)",2
"morbidity aspects",2
"Differential (qualifier value)",8
"Nausea",1
"Postoperative Period",1
"Balanced - adjective",1
"Most (qualifier value)",1
"Good (qualifier value)",1
"Cisplatin",5
