"Risk",7
"Clinical (qualifier value)",8
"Blood Platelets",1
"Multicenter Trials",1
"Sounds device",1
"Cox Models",1
"Mastectomy, Modified Radical",1
"alone",1
"Neoplasms",10
"Ischemia",1
"Pain",1
"Interrupted (qualifier value)",1
"Blood Count, Complete",1
"Clinical finding (finding)",1
"Prolonged (qualifier value)",1
"diazonaphthalenedisulfonic acid",1
"Anastomosis - action",1
"Set of compartments",1
"Guidelines",1
"Generalized (qualifier value)",1
"Damage (morphologic abnormality)",2
"Performance",1
"Unit",1
"Ifosfamide",1
"Diagnosis",1
"Dissection procedure (procedure)",2
"Age Group Unspecified",1
"Conflict (Psychology)",1
"Universities",1
"Second Cancer",1
"hazard",3
"Common (qualifier value)",4
"Single event (qualifier value)",1
"Thymidine",1
"Suggestion",1
"White Blood Cell Count procedure",1
"Combined (qualifier value)",6
"Hour",2
"Muscle Rigidity",1
"Crossed (qualifier value)",1
"Levamisole",2
"Radiotherapy, Intracavity",1
"Drug Therapy, Combination",1
"Radioisotopes",1
"Life",2
"Recent episode (qualifier value)",2
"Aggressive cancer",1
"Conscious",1
"Microfibrils",1
"Observers",1
"Member of (attribute)",1
"Mean (qualifier value)",1
"Reception",3
"Recurrence",10
"Malignant neoplasm of cervix uteri",4
"Aggression",1
"Cervix carcinoma stage I",1
"Molecular Weight",1
"Physiologic Organization",1
"Questionnaires",2
"Arm",9
"Mental tolerance",1
"Obstetric Patient",1
"Materials",1
"Excretory function",2
"Human adult females",8
"Pharmaceutical Preparations",8
"guiding characteristics",1
"Early (qualifier value)",3
"participant",1
"Bladder",1
"Hemoglobin G (substance)",1
"SUBSEQUENT",1
"Stomach",1
"Discord",2
"lymph nodes",2
"Savings",1
"Malignant Neoplasms",2
"Incidence",5
"Definitive (qualifier value)",1
"Anastomosis",1
"Anastomosis of intestine NOS (procedure)",1
"Assessment procedure (procedure)",4
"Liver Extract",1
"Possible",4
"System (attribute)",1
"Gender",2
"Intracavitary (qualifier value)",2
"Intracellular",1
"Methodology",3
"synergism",1
"Route (attribute)",1
"Disease-Free Survival",8
"hope",1
"MST",2
"Control Groups",1
"pint",1
"Group (social concept)",8
"Level I (tumor staging)",1
"therapeutic aspects",20
"Adjuvants, Immunologic",4
"Staining",1
"Likely",3
"External (qualifier value)",4
"Enhancer",2
"Cancer Genus",2
"Baths (medical device)",2
"Direct type of resin cement",1
"Documentation",1
"Attenuated by (contextual qualifier) (qualifier value)",7
"Course (attribute)",4
"recur",1
"Hybridomas",1
"Cox microbiology subtype",1
"Cyclic (qualifier value)",4
"Definite time (qualifier value)",1
"Patients",23
"Major pelvis structure (body structure)",1
"Pharmacotherapy",17
"Irradiation (physical force)",5
"Subclinical (qualifier value)",1
"Essential (qualifier value)",1
"Harbor",1
"Endurance of activity",2
"Acuteness (qualifier value)",3
"LAB ABNORMALITY",2
"Lesion",1
"Case (qualifier value)",1
"Numerous (qualifier value)",2
"Entire pelvis",1
"Cost aspects",1
"Grade four rank",1
"NODE",4
"Techniques",2
"Personal failure",1
"Synchronous (qualifier value)",1
"Discontinuation (procedure)",1
"ESTIMATED",1
"Positive (qualifier value)",5
"Simile",4
"trends",3
"Bacilli",2
"Consistency finding (finding)",1
"X-Ray Computed Tomography",3
"Second (qualifier value)",3
"PELVIS RADIATION",2
"Forecast of outcome",2
"Adriamycin",2
"participation",1
"Chronic (qualifier value)",1
"Entire limb",1
"Chronic poisoning (disorder)",1
"Observation in research",3
"Alternating (qualifier value)",1
"Large",3
"Carcinoma, Adenosquamous",3
"Vagina",2
"Financially poor",1
"Location (attribute)",2
"Histopathological aspects",1
"Cycloleucine",1
"Mortality Vital Statistics",3
"Epithelium",2
"Gifts",1
"At risk for joint contractures (finding)",1
"Clinical investigation",2
"Degree or extent",2
"Entire (qualifier value)",1
"week (qualifier value)",7
"Expanding (qualifier value)",1
"Clinical staging (qualifier value)",1
"Few (qualifier value)",5
"Absolute (qualifier value)",1
"gynecologic oncology",1
"Effectiveness (qualifier value)",5
"Murine",1
"Future",1
"Secondary malignant neoplasm of lymph node (disorder)",1
"Chance",2
"Brazil",1
"Intravenous",4
"purine",1
"Records",1
"Expression - action (qualifier value)",1
"Injections",1
"Function Axis",2
"Wounded",1
"Analysis of substances",10
"Reasoning",3
"Dissection",2
"Modified radical mastectomy (procedure)",1
"PREVENT (product)",1
"Unmarried",1
"Diameter (qualifier value)",3
"hyperfractionation",1
"Cancer treatment response rate",4
"Neoplasm, Residual",1
"Stage 1 lower case bee",2
"Human",1
"Financial cost",2
"Pelvis",7
"Advanced phase",2
"PATHOLOGIC FINDINGS",1
"Population",1
"Radical (qualifier value)",3
"Menopausal",1
"Quantity (attribute)",1
"Heart failure NOS (disorder)",1
"Schedules",3
"Persistent (qualifier value)",1
"Combinations (physical object)",2
"Fit and well",1
"Progress Report",1
"Prostaglandin-Endoperoxide Synthase",1
"Tissues",2
"Colorectal Carcinoma",2
"PLACEMENT",1
"Oral (qualifier value)",1
"Pelvic Neoplasms",1
"Diagnostic radiologic examination",2
"Topoisomerase inhibitor (substance)",1
"Effective (qualifier value)",7
"Illness (finding)",1
"Complication",4
"SURGERY, PAST",1
"Peripheral blood (substance)",1
"Gamete Intrafallopian Transfer",1
"Complement component C1",1
"Lassitude",1
"Combination electrotherapy",1
"Weight Loss",1
"pM category (observable entity)",3
"Knowledge",1
"premenopausal",2
"Antigens",1
"DNA Replication",1
"Advance",1
"Glycoproteins",1
"Relative Risk",3
"Prophylactic (qualifier value)",1
"Research Personnel",2
"treatment factors",1
"Descending (qualifier value)",1
"Low dose (qualifier value)",1
"Proven findings",4
"Intervertebral (qualifier value)",1
"Absences (finding)",3
"History of (present illness) (contextual qualifier) (qualifier value)",2
"Fluorouracil",9
"Numbers (qualifier value)",1
"Exploration - action (qualifier value)",1
"Condition (attribute)",1
"Third (qualifier value)",3
"Toxic effect",15
"Size (attribute)",2
"node-negative",1
"Goals",2
"Administration (procedure)",4
"Proportional (qualifier value)",3
"Original (qualifier value)",1
"Lumbar (qualifier value)",1
"Progression (attribute)",3
"strategy",2
"Morbidity - disease rate",2
"Asia",1
"Methotrexate",3
"Associated topography (attribute)",2
"Taxonomic",1
"Biomechanical compliance",2
"Proliferation (morphologic abnormality)",1
"Limb structure",1
"Median Statistical Measurement",12
"Pelvic lymphadenectomy (procedure)",1
"Intellectual scale",1
"Depressive disorder",1
"Before values (qualifier value)",1
"Rectum",3
"V - volt (qualifier value)",1
"Continuance of life",22
"Fixed (qualifier value)",1
"Roman numeral II",2
"New (qualifier value)",5
"proven venom",4
"DNA Topoisomerase",1
"South America",1
"Israel",1
"multiple regression",1
"Male population group",1
"Anterior",1
"Stroma",1
"Cell Division",2
"Report (document)",6
"View (attribute)",1
"Human Development",3
"Dependent Variables",1
"Stage 2 upper case bee",1
"Histologic",6
"Recognition (Psychology)",1
"Reporting",3
"Prognosis bad (finding)",1
"Room of building - Study",15
"Additive (qualifier value)",7
"port-a-cath",1
"Lights, manufactured",1
"Aggressive course (qualifier value)",1
"Mesna",1
"protect",1
"Depth (attribute)",1
"Expectations (qualifier value)",1
"Indications",2
"Liver",1
"In Vitro",2
"Axillary lymph node group",2
"Major (qualifier value)",7
"Physiologic tolerance",1
"radiotherapeutic",13
"APPARENT",2
"Salvage",1
"Cervical carcinoma stage IB",1
"Behaviors and observations relating to behavior",2
"Partial (qualifier value)",2
"Four (qualifier value)",2
"Documented (qualifier value)",1
"Source (attribute)",3
"cm (qualifier value)",2
"Cancer resistance to treatment",1
"organizational",1
"Failure (biologic function)",1
"Polypropylenes",1
"Large tumor (finding)",2
"Entire bladder",1
"Invasive (qualifier value)",1
"Seizures",1
"Part (attribute)",1
"Adria Pharmaceuticals",1
"Left (qualifier value)",1
"Gastrointestinal Neoplasms",1
"Technology",1
"Random Allocation",11
"Bathing",2
"EXCEPTIONALLY",1
"Activities",2
"primary tumor",2
"Access (attribute)",1
"Stage 1 upper case bee",2
"[M]Unspecified tumor cell NOS (morphologic abnormality)",3
"Regression Analysis",1
"Patient Compliance",2
"Clinic (environment)",1
"Approach (attribute)",6
"Short (qualifier value)",2
"Timing (attribute)",2
"Duration",9
"Count of entities (property) (qualifier value)",5
"Role",5
"Disappointment",2
"Alanine Transaminase",1
"Transitory",1
"Developers",1
"Computer software",1
"Unknown (qualifier value)",1
"Related (finding)",6
"Administration",4
"utilization",10
"Malignant neoplasm of stomach",1
"Antibodies, in vitro diagnostic",1
"Regional (qualifier value)",1
"Present",6
"Better (qualifier value)",4
"Biochemical (qualifier value)",1
"Radiodermatitis",1
"Stage 2 lower case bee",1
"Peak (qualifier value)",1
"CONSIDER",1
"statistical",2
"Full (qualifier value)",1
"Limited (qualifier value)",2
"Cesium",4
"Onset of (contextual qualifier) (qualifier value)",1
"Patterns (qualifier value)",2
"Total hysterectomy (procedure)",2
"Shrinkage (finding)",2
"Heparin",1
"Clinical act of insertion",2
"Toxicologic (qualifier value)",1
"Neck",1
"Cancer cells grading system",1
"Paresis",1
"clinical aspects",1
"FLUOROURACIL:MASS:POINT IN TIME:DOSE MED OR SUBSTANCE:QUANTITATIVE",1
"Weight measurement scales",1
"High dose (qualifier value)",4
"CMF",1
"Lithium",1
"Upper arm",8
"Teaching principal",1
"Indexes",1
"Megavoltage radiation therapy (procedure)",1
"Lymph nodal status (attribute)",1
"Physical activity",2
"Hyperbaric Oxygenation",1
"symptoms",2
"Suspected diagnosis (contextual qualifier) (qualifier value)",1
"Entire rectum",3
"RF",1
"Stillness (finding)",2
"Minute (qualifier value)",1
"Intravaginal (qualifier value)",2
"Singular",2
"stable disease",1
"Stage of Surgical Procedure",2
"Radiation Oncology",2
"Greater (qualifier value)",3
"Radiology studies",1
"social resistance",1
"superiority",2
"Italian language (qualifier value)",1
"Rank",1
"Intestines",1
"Scheduled (qualifier value)",1
"Histopathologic Grade",1
"Tests (qualifier value)",1
"Time",6
"data set",1
"Peripheral Nervous System",1
"Total (qualifier value)",5
"Velocity (property) (qualifier value)",1
"Field's stain",1
"Progressive (qualifier value)",1
"Base",1
"V (voltage)",1
"History of (contextual qualifier) (qualifier value)",2
"Anatomical anastomosis",1
"Dose Fractionation",1
"Actuary (occupation)",2
"progesterone receptor negative",2
"Complication Aspects",2
"Dissection - action (qualifier value)",2
"Histological type (attribute)",1
"Gynecologist (occupation)",1
"adverse effect",1
"Excision",6
"Recording of previous events",2
"incidence of cases",5
"Initial (qualifier value)",2
"Maximum",2
"Organization administrative structures",1
"Light color",1
"Fatal (qualifier value)",1
"Status (attribute)",2
"payment",1
"Injury wounds",1
"Selection (Genetics)",2
"Radiation Tolerance",1
"Reduced (qualifier value)",1
"Clinical Trial, Phase III [Publication Type]",1
"Primary operation (qualifier value)",10
"Pathological aspects",1
"Death rate aspects",1
"Neoplasm Metastasis",5
"Long-term (qualifier value)",3
"coexistent disease",1
"Ribonucleotide Reductase",1
"Two (qualifier value)",12
"Started (qualifier value)",2
"Disease",9
"South Africa",1
"Demonstrable (qualifier value)",1
"Immature (qualifier value)",1
"Implantation procedure",1
"Deferred (qualifier value)",3
"Euphoric mood",9
"Fielding",1
"Conclude",3
"Series (qualifier value)",2
"Same (qualifier value)",4
"Interstitial brachytherapy (regime/therapy)",1
"milligram",12
"Failed",1
"Act of Documentation",1
"Minute of time",2
"Pelvic lymph node group",1
"FAVOR (product)",3
"Writer (occupation)",1
"Entire breast",2
"High",9
"Normal tissue (finding)",1
"Standards of Weights and Measures",3
"Stratified (qualifier value)",1
"Biological Markers",1
"cell killing",1
"Types (qualifier value)",1
"[D]Abdominal mass (context-dependent category)",1
"high-risk cancer",1
"Duplicate",1
"5'-deoxy-5-fluorouridine",1
"Preliminary (qualifier value)",2
"GENERAL OPERATIVE PROCEDURES",8
"C1 innervation",1
"Disadvantaged",1
"Adenocarcinoma",7
"Obsessive compulsive behavior",1
"Bacillus <bacterium>",2
"Histology",1
"VALUING",3
"At risk for impaired home maintenance management (finding)",1
"Combined Modality Therapy",1
"Cardio-",1
"Disease classification level",1
"Escalators",1
"APPARENTLY",2
"Duration of treatment (qualifier value)",1
"Nausea",1
"Disseminated (qualifier value)",1
"Integumentary scale",1
"End (qualifier value)",1
"Countries (geographic location)",1
"Balanced - adjective",1
"Sarcoma, Soft Tissue",1
"Fractionation",1
"Good (qualifier value)",2
"Patient observation",3
"Obstetric Delivery",1
"Accident due to exposure to weather conditions",2
"Late (qualifier value)",3
"Hysterectomy",1
"preserved",1
"Cytotoxicity",1
"Diagnostic",1
"LIM (body structure)",1
"findings",6
"INDEPENDENCE",1
"Lanthanum",1
"Pessimistic (finding)",1
"Increased (qualifier value)",5
"radiation oncologist",1
"Anthracyclines",1
"Rating",10
"Recurrent disease (finding)",2
"Intravascular line",1
"CHEMOTHERAPY RECORDS",1
"Overall [Publication Type]",16
"Result (navigational concept)",17
"With frequency",3
"Surgery specialty",7
"QUESTIONABLE",3
"Completeness (qualifier value)",1
"Death Rate",1
"day (qualifier value)",4
"Extended (qualifier value)",1
"standards characteristics",3
"Surgeon (occupation)",1
"Agent (attribute)",2
"success",1
"Involved (qualifier value)",1
"Sample Size",1
"Platinum metallicum, platinum, Homeopathic preparation",1
"Entire brain",1
"Running",1
"Demonstrator (occupation)",1
"Cervical (qualifier value)",2
"Hematologic (qualifier value)",3
"Meaningfulness",1
"MOST LIKELY",2
"Serious (qualifier value)",1
"Infusion (procedure)",3
"Dates",2
"Pulmonary toxicity",1
"Cancer of Rectum",2
"EFFECTS OF EXPOSURE TO EXTERNAL CAUSES",2
"Infusions, Intravenous",1
"Publishing",1
"Closure by suture",1
"Brain",1
"Confidence Intervals",4
"Exploration procedure (procedure)",1
"Homo sapiens",1
"Cox Proportional Hazards Models",1
"Special (qualifier value)",2
"Intestinal Obstruction",1
"Measurement",1
"Most significant (qualifier value)",1
"Radionuclide therapy",1
"Risk Factors",2
"explanation",2
"Adjudication",1
"Effects of radiation",2
"Slide (specimen)",2
"Immediate (qualifier value)",1
"Significant (qualifier value)",15
"Medial Dorsal Nucleus",1
"Gy (qualifier value)",1
"Surgical sutures",1
"Chloride measurement",1
"Coitus",2
"Epithelial",1
"Bleomycin",3
"Malignant disease",1
"Fractions of (qualifier value)",4
"Therapeutic",3
"Surgical aspects",7
"LAB DATA",2
"LIST",1
"Multiple Organ Failure",1
"Salvage procedure (qualifier value)",1
"Semustine",1
"Mental association",1
"Carcinoma",2
"Streptozocin",1
"ORALIT",1
"Excision - action (qualifier value)",6
"GENERAL HEALTH",1
"Behavior",3
"Doxorubicin",1
"Clinical examination",1
"Tail",1
"Type of cell (qualifier value)",1
"Psychotherapy, Multiple",1
"therapeutic index",1
"Cardiac function (observable entity)",1
"With staging (attribute)",2
"Iva",2
"Interested (finding)",1
"Programs [Publication Type]",2
"Alkylating Agents",1
"Secondary malignant neoplastic disease (disorder)",4
"history",2
"Purines",1
"State (environment)",2
"Heterogeneity",1
"Extension (qualifier value)",2
"Epirubicin",1
"EUROPEAN",1
"prediction",3
"Radiographic procedure on chest (procedure)",1
"Acids",1
"MODALITY",1
"Insufficient",1
"Sutures, Polyglycolic Acid",1
"Preoperative (qualifier value)",1
"Surgical repair (procedure)",1
"Accurate (qualifier value)",1
"adverse effects",4
"Liquid (finding)",1
"Injury inflicted to the body by an external force",1
"Entire neck",1
"antagonists",1
"Equilibrium",1
"Five (qualifier value)",3
"Residual Tumor",2
"Leukemia",1
"Deferoxamine",1
"Physical devices",1
"Finding of platelet count (finding)",1
"gonad function",1
"cell proliferation",1
"Determination Aspects",1
"Table - visual aid",2
"Supportive care",3
"survival aspects",22
"Aortic lymph node (body structure)",2
"Set (Psychology)",1
"regimen",9
"Unmarried person",1
"BOMP protocol",1
"Histopathology",1
"Lower (qualifier value)",1
"Efficiency",1
"Not free of (attribute)",2
"Wound Healing",1
"Consistent with (qualifier value)",2
"Creatinine increased",1
"Progression-Free Survival",2
"Dosages (qualifier value)",10
"APC Gene",2
"cooperative study",1
"Introduction (procedure)",2
"Previous (qualifier value)",8
"Relapse",2
"Low (qualifier value)",2
"contraindications",1
"Excessive (qualifier value)",1
"Devices",1
"Needles",1
"Colorectal cancer metastatic",1
"Recurrent (qualifier value)",1
"partial response",2
"Follow-up status (finding)",7
"Longterm Effects",1
"Systemic (qualifier value)",2
"Academic degree",2
"Several (qualifier value)",5
"Step (qualifier value)",2
"Depressed mood",1
"Human Age Group",1
"Conditioning (Psychology)",1
"Pain-Free",1
"PRIOR",2
"Phase (qualifier value)",2
"Frequency of Responses",4
"injuries",1
"Prospective Studies",2
"In complete remission (qualifier value)",2
"Tension (finding)",1
"Secondary malignant neoplasm of liver (disorder)",2
"Limitation (attribute)",1
"Preparation of bowel for procedure (procedure)",1
"Probability",3
"high-LET neutron therapy",1
"Bone structure (body structure)",1
"Entire pelvic lymph node",1
"recovery from disease",1
"Review [Publication Type]",1
"Platinum",1
"Laboratories",2
"The science and art of healing",3
"CMF regimen",1
"Radiation-Sensitizing Agents",1
"Sigmoid colon",1
"CHOOSING",1
"Following (attribute)",2
"Staging system (attribute)",1
"Social Interaction",1
"Layer",1
"Personal appearance",2
"Equal (qualifier value)",1
"pharmacotherapeutic",17
"Resistance (Psychotherapeutic)",1
"Entire hand",1
"Peritoneal (qualifier value)",1
"Documents (qualifier value)",1
"Medical Research",1
"Widened structure (morphologic abnormality)",1
"Responses",6
"CONTINUED",1
"Methods",6
"Elimination outcomes",2
"Commonwealth of Independent States",2
"Minor (value)",1
"Procedures",2
"Clinical Trials, Randomized",2
"Abnormal renal function (finding)",1
"Radiation",9
"Brachytherapy",1
"Sensitivity Training Groups",1
"Closed approach",2
"Nodal (qualifier value)",1
"Antibodies",1
"Primary",14
"Scientific Study",15
"Disproportionate (qualifier value)",1
"Groups (qualifier value)",13
"Distant (qualifier value)",5
"Oxygen Deficiency",1
"Effect (qualifier value)",11
"Chemotherapy, Adjuvant",5
"Concentration",3
"benefits",9
"FIGO Stage (attribute)",1
"Shapes",1
"Spreading (qualifier value)",1
"Medical History",2
"Relationship by association",1
"3",1
"Silk suture, device (physical object)",1
"Cineradiography of cardiovascular system (procedure)",1
"Lighting",1
"One (qualifier value)",14
"Injection (product)",1
"Mitolactol",1
"categories",1
"Deoxyribose",1
"Prevents (attribute)",1
"Reduction - action",3
"Median (qualifier value)",12
"adjuvant study",2
"Negative (qualifier value)",4
"Potential",6
"With shape",1
"Diarrhea",3
"Mild (qualifier value)",1
"Table - furniture",2
"Statistical Significance",1
"aspects of radiation effects",1
"Planned (qualifier value)",1
"year (qualifier value)",9
"Three (qualifier value)",4
"Obtained (attribute)",1
"Cyclophosphamide",2
"Seeds",1
"Antineoplastic Agents",1
"Meaning",1
"Eight (qualifier value)",1
"Published Comment",1
"Epilepsy",2
"Mental Depression",1
"Psychotherapy, Group",1
"Follow-up visit (procedure)",2
"cooperative group",1
"AOD use initiation",1
"Ability to control pelvic posture (observable entity)",2
"Predominate (qualifier value)",1
"Doxycycline",1
"Leucovorin Calcium",1
"Sliding",1
"Nine (qualifier value)",3
"Cessation of life",5
"Volume (property) (qualifier value)",2
"At risk for cognitive impairment (finding)",1
"Controlled (qualifier value)",1
"Disease regression",2
"Stages (qualifier value)",1
"Myelosuppression (finding)",2
"GRADIENT",1
"control",6
"Worsening (qualifier value)",2
"Hand",1
"Cardiotoxicity",1
"Malignant neoplasm, primary (morphologic abnormality)",2
"Power (Psychology)",1
"GOLD STANDARD",1
"Minor",1
"Depth (qualifier value)",1
"Liquid substance",1
"Brothers",2
"Reduction (chemical)",3
"Preferences (qualifier value)",1
"Life Expectancy",1
"Toxicity aspects",14
"Office",1
"Histology Procedure",1
"Hydroxyurea",3
"Mechanisms (qualifier value)",1
"Improving (qualifier value)",8
"random assignment",2
"Improved (qualifier value)",11
"prognostic",3
"Radiation therapy",15
"Classification of information",1
"Heart alternation",1
"cardiac toxicity",1
"Breast",2
"Statistical Analysis",1
"Exclude (qualifier value)",1
"Aluminum",2
"Conservatism",2
"Internationality",1
"Questioning",1
"Distal site (attribute)",1
"Hepatic",1
"Lighter, device (physical object)",1
"Protocols documentation",3
"Drug Interactions",2
"Neoplasm progression",1
"cGy (qualifier value)",1
"Increase (qualifier value)",4
"Survival Rate",4
"ADVANTAGE",9
"Ohio",1
"Vanadium",1
"Manual pelvic examination (procedure)",1
"Plastics",1
"Biopsy",1
"Grade",5
"III (qualifier value)",1
"measurable disease",1
"None (qualifier value)",2
"Local (qualifier value)",7
"Cognitive function: initiation",1
"Purpose (attribute)",2
"Analysis",10
"First (qualifier value)",9
"Writing",1
"Diethylstilbestrol",1
"Frequent (qualifier value)",3
"Light",1
"Myelofibrosis",1
"Rigor - Temperature-associated observation",1
"physiological aspects",2
"Delivery",1
"Repair - action",1
"Fourth (qualifier value)",1
"Protoplasm",1
"irinotecan",2
"Anthracycline Antibiotics",1
"Compound (qualifier value)",1
"Percent (qualifier value)",3
"Skeletal bone",1
"Microscopic (qualifier value)",1
"Cells",1
"Asthenia",2
"Side (qualifier value)",1
"Current (qualifier value)",1
"Carcinoma of cervix (disorder)",1
"tyramine-deoxysorbitol",3
"Events (event)",3
"Regression - mental defense mechanism",2
"Generations",1
"Eq (qualifier value)",1
"Direct type of relationship",1
"Component (attribute)",2
"Abdominoperineal approach (qualifier value)",1
"Weekly (qualifier value)",3
"Antagonist muscle action",1
"Function",2
"biopsy characteristics",1
"Anti-Arrhythmia Agents",1
"Selection Criteria",1
"Delivery finding (finding)",1
"Persons",1
"Health Status",1
"Impact",4
"Discipline of obstetrics",1
"Providing presence (regime/therapy)",3
"Platelet Count",2
"Sound - physical agent",1
"Research Design",1
"Entire liver",1
"ENDPOINT",7
"Disease recurrence",1
"Timed (qualifier value)",2
"Complete (qualifier value)",1
"Continuous (qualifier value)",1
"Chemotherapy-Oncologic Procedure",17
"targeting",1
"Informed Consent",1
"minority",1
"Malignant neoplasm of breast",1
"Comment",1
"performance status",2
"With type (attribute)",2
"device aspects",1
"German population",1
"Colorectal Cancer",1
"Exposure condition",2
"With quality (attribute)",2
"Radicals (chemistry)",3
"Suture Joint",1
"Chromium",2
"Adult",1
"DOS",4
"Cluster Analysis",1
"Carcinoma, Squamous Cell",2
"Drug Dosages",1
"Cellular Structures",1
"Linear",2
"Entire stomach",1
"criteria",7
"Vincristine",2
"Poor - grade value",1
"Curved (qualifier value)",6
"Other",7
"Intravascular (qualifier value)",1
"Sufficient (qualifier value)",3
"Gynecology",1
"Author (occupation)",1
"Aspects of mortality statistics",3
"Superior (qualifier value)",2
"Deterioration of status",2
"Entire vagina",1
"Urology",1
"Gastrointestinal investigation (procedure)",1
"Neutropenia",2
"Appearance",2
"month (qualifier value)",9
"Radiology Specialty",1
"Therapeutic procedure",20
"Age (qualifier value)",4
"Compleat",1
"Human Females",8
"Mitomycin",2
"Ability",1
"Doubt",1
"Environment",1
"Swiss (ethnic group)",1
"Port - alcoholic beverage",1
"Ratio (property) (qualifier value)",3
"Diagnostic Neoplasm Staging",2
"Postmenopausal state (finding)",1
"Modulated (qualifier value)",1
"Mechanism (attribute)",2
"Restricted (qualifier value)",1
"estrogen receptor negative",1
"Small",1
"Mitomycins",2
"Classification",1
"Squamous",1
"CONFIRMED",2
"development aspects",3
"Lacking (qualifier value)",1
"Severe (severity modifier) (qualifier value)",3
"Exertion",1
"Long (qualifier value)",3
"Absolute neutrophil count",1
"Depressive episode, unspecified",1
"Meta-Analysis",1
"Evaluation",2
"Concurrent (qualifier value)",4
"Ascending (qualifier value)",1
"Microfilaments",1
"Including (qualifier value)",1
"Radiographic (qualifier value)",1
"Ib (qualifier value)",1
"Closed",2
"Molybdenum",1
"antagonism",1
"cancer recurrence",1
"L (qualifier value)",1
"Type of restoration (attribute)",1
"Residual (qualifier value)",1
"Rio (qualifier value)",1
"Realism",1
"Secondary to",3
"Local disease (finding)",1
"Magnesium",12
"Cytologic (qualifier value)",2
"Depression motion",1
"More (qualifier value)",8
"Metastatic to",6
"Focal (qualifier value)",1
"standard therapy",2
"Freedom",2
"Interval (qualifier value)",3
"Institutes",1
"Uranium",2
"Variable (qualifier value)",5
"morbidity aspects",2
"Differential (qualifier value)",11
"Physicians",1
"Rectal mucous membrane structure (body structure)",1
"Postoperative Period",5
"Placebos",1
"Most (qualifier value)",5
"Data Analysis",1
"Cisplatin",6
